id;the_geom;CODE_IRIS;POP
Rouen_iris_number.13;MULTIPOLYGON (((559933.600000037 6926660.600001511, 559902.5000000369 6926641.200001512, 559789.730000037 6926575.080001515, 559768.910000037 6926556.730001514, 559763.100000037 6926568.500001512, 559763.900000037 6926658.500001512, 559786.880000037 6926755.820001512, 559789.8000000371 6926768.200001513, 559822.990000037 6926862.530001512, 559841.0000000369 6926913.700001509, 559875.350000037 6927007.620001512, 559909.6900000368 6927101.53000151, 559944.0400000369 6927195.450001509, 559948.4000000369 6927157.400001509, 559951.8000000368 6927158.300001509, 560004.6000000369 6927040.200001511, 560137.6000000369 6926985.100001508, 560202.8000000368 6926958.800001509, 560258.9000000369 6926936.500001511, 560326.3000000368 6926912.400001512, 560329.5000000368 6926904.10000151, 560296.4000000368 6926883.10000151, 560274.3000000368 6926869.200001509, 560205.8000000368 6926827.800001511, 560057.0600000371 6926737.360001513, 559947.100000037 6926670.200001513, 559933.600000037 6926660.600001511)));765401004;1701
Rouen_iris_number.14;MULTIPOLYGON (((559933.600000037 6926660.600001511, 559947.100000037 6926670.200001513, 560057.0600000371 6926737.360001513, 560205.8000000368 6926827.800001511, 560274.3000000368 6926869.200001509, 560296.4000000368 6926883.10000151, 560329.5000000368 6926904.10000151, 560361.3000000368 6926922.700001512, 560425.3000000368 6926953.400001511, 560465.8000000368 6926985.000001511, 560496.7600000368 6927045.12000151, 560553.4600000367 6927169.070001509, 560605.5000000368 6927285.100001507, 560611.2500000367 6927299.550001508, 560615.4000000368 6927311.200001509, 560618.1400000367 6927346.060001508, 560620.8000000367 6927325.700001508, 560622.2000000367 6927309.3000015095, 560629.7000000367 6927288.400001508, 560636.1000000366 6927272.300001509, 560646.2000000367 6927253.600001509, 560655.1000000366 6927238.70000151, 560664.8000000368 6927223.50000151, 560674.0000000368 6927211.800001507, 560687.2500000368 6927196.40000151, 560743.6800000367 6927132.980001508, 560763.8400000366 6927111.180001509, 560812.4000000368 6927067.600001512, 560824.8000000367 6927056.500001509, 560837.3000000367 6927047.100001508, 560864.3000000368 6927030.400001511, 561058.4000000366 6926921.500001509, 561115.4000000366 6926892.400001511, 561190.3000000366 6926860.200001512, 561218.5000000367 6926848.200001512, 561230.8000000366 6926825.700001511, 561270.1000000365 6926732.100001509, 561271.3000000367 6926729.0000015125, 561331.8500000365 6926558.890001509, 561245.5900000365 6926508.290001512, 561164.1000000366 6926660.5000015125, 561158.0000000367 6926663.0000015125, 561127.0000000366 6926681.3000015095, 561021.1100000367 6926744.030001513, 560818.5000000368 6926747.10000151, 560648.1300000368 6926626.360001513, 560493.8500000368 6926580.900001513, 560175.6000000369 6926517.800001512, 560100.900000037 6926555.800001514, 559947.6300000369 6926646.940001514, 559942.400000037 6926650.10000151, 559933.600000037 6926660.600001511)));765401003;4067
Rouen_iris_number.15;MULTIPOLYGON (((560177.9200000366 6929976.5500014955, 560025.9000000366 6929836.8000014955, 560019.7000000365 6929833.200001495, 559900.9000000366 6929806.400001496, 559864.2000000365 6929799.3000014955, 559786.3700000365 6929736.040001494, 559751.1500000366 6929658.000001495, 559782.7000000367 6929401.3000015, 559780.1000000366 6929362.200001499, 559706.7200000366 6929421.150001496, 559582.2000000365 6929504.1000014935, 559439.4400000367 6929564.440001498, 559055.4000000368 6929886.900001494, 558872.7800000368 6929962.660001493, 558743.500000037 6929997.900001495, 558715.3000000368 6930005.000001493, 558711.5000000369 6930005.500001494, 558692.0000000368 6930016.400001492, 558678.3000000368 6930066.100001493, 558687.7800000368 6930067.940001492, 558785.9400000367 6930087.040001493, 558884.1000000368 6930106.130001493, 558982.2600000368 6930125.220001492, 559080.4200000368 6930144.320001492, 559178.5800000366 6930163.410001493, 559276.7400000368 6930182.510001492, 559374.9000000367 6930201.6000014935, 559455.6000000366 6930208.100001493, 559465.5000000367 6930198.000001493, 559555.8200000365 6930227.420001491, 559650.9000000366 6930258.400001491, 559732.3000000366 6930269.400001494, 559744.3000000366 6930269.340001492, 559844.3000000366 6930268.870001492, 559944.3000000366 6930268.400001493, 560014.6000000365 6930237.300001492, 560018.6700000366 6930230.800001494, 560071.7600000366 6930146.050001493, 560124.8400000364 6930061.300001492, 560177.9200000366 6929976.5500014955)));765400402;2732
Rouen_iris_number.16;MULTIPOLYGON (((563753.3400000356 6928390.0100015, 563793.5000000357 6928377.800001502, 564181.1500000356 6928275.630001501, 564707.8000000357 6928116.600001504, 564795.7000000353 6928074.700001503, 564801.2000000356 6928072.300001506, 564899.3900000355 6928093.120001505, 564964.9900000354 6928017.640001504, 565030.5800000355 6927942.160001505, 565035.5000000354 6927936.500001506, 565122.7100000354 6927887.570001504, 565209.9200000354 6927838.640001505, 565297.1300000355 6927789.700001506, 565353.1000000354 6927758.300001504, 565390.3000000354 6927739.200001503, 565351.6000000354 6927720.800001506, 565279.9600000354 6927651.040001507, 565208.3100000354 6927581.270001505, 565206.8000000354 6927579.800001507, 565263.1200000355 6927497.170001507, 565319.4300000354 6927414.530001505, 565335.4000000355 6927391.100001507, 565286.6000000354 6927342.200001507, 565266.4000000355 6927322.300001507, 565241.9000000354 6927382.500001507, 565157.9900000354 6927436.890001506, 565077.9000000355 6927488.800001509, 565038.0000000355 6927494.100001507, 564938.6700000355 6927482.560001506, 564917.2000000356 6927550.200001507, 564913.6000000355 6927551.800001505, 564521.5000000356 6927625.870001506, 564193.0000000356 6927698.000001505, 564160.0000000356 6927734.010001505, 564111.5000000359 6927789.070001508, 564045.4000000356 6927866.500001505, 563875.9000000359 6927981.600001506, 563673.0000000359 6928000.100001503, 563355.0900000359 6928026.500001504, 563179.0200000359 6928041.000001504, 563123.9800000358 6928049.000001505, 563104.9700000358 6928055.000001504, 563060.9400000358 6928069.000001504, 563019.900000036 6928089.000001501, 562964.0000000359 6928118.100001503, 563012.7100000359 6928170.110001505, 563036.720000036 6928194.420001504, 563086.2000000358 6928497.000001502, 563086.3000000359 6928525.4000015, 563105.600000036 6928522.000001502, 563303.0000000359 6928532.2000015, 563620.3000000359 6928442.900001503, 563707.0000000359 6928404.100001501, 563753.3400000356 6928390.0100015)));765400603;506
Rouen_iris_number.17;MULTIPOLYGON (((561806.7000000363 6927170.500001509, 561785.6000000364 6927161.80000151, 561772.4000000365 6927152.800001509, 561239.2000000365 6926860.200001511, 561218.5000000367 6926848.200001512, 561212.2400000365 6926931.90000151, 561214.8000000366 6927040.8000015095, 561251.5000000366 6927376.600001509, 561465.0000000366 6927644.1000015065, 561510.6000000364 6927680.700001505, 561520.7000000363 6927672.600001507, 561708.4500000363 6927402.800001509, 561800.2000000364 6927186.800001508, 561806.7000000363 6927170.500001509)));765400303;4544
Rouen_iris_number.18;MULTIPOLYGON (((561732.8000000364 6929210.100001499, 561717.9000000362 6929176.400001501, 561684.700000036 6929102.800001497, 561648.9000000362 6929015.000001499, 561611.9000000362 6928923.200001501, 561606.0000000363 6928913.2000015, 561582.8000000364 6928856.5000015, 561470.3000000364 6928747.900001501, 561289.3000000364 6928769.5000015, 561272.1000000363 6928775.300001499, 561253.6000000363 6928788.400001502, 561202.6000000363 6928823.300001499, 561116.7000000363 6928879.400001501, 561134.0000000363 6928922.800001498, 561144.4000000363 6928944.000001498, 561152.6000000363 6928959.800001499, 561161.0000000363 6928981.0000015, 561179.7000000363 6929028.400001497, 561196.3000000364 6929057.500001499, 561221.2600000363 6929063.560001498, 561322.2100000363 6929089.950001499, 561452.6900000363 6929128.640001498, 561522.9700000363 6929150.090001498, 561595.8000000364 6929171.100001497, 561641.6000000362 6929183.200001498, 561675.0000000361 6929191.100001496, 561732.8000000364 6929210.100001499)));765400103;3169
Rouen_iris_number.19;MULTIPOLYGON (((562872.4400000358 6929719.860001494, 562928.1000000357 6929651.500001495, 562997.5000000359 6929586.000001496, 563073.0500000359 6929520.490001497, 563131.4000000358 6929469.900001496, 563156.3000000359 6929459.700001496, 563196.4000000359 6929464.400001499, 563282.2000000357 6929515.7600014955, 563268.7900000359 6929507.620001497, 563168.5000000359 6929419.800001497, 563133.1000000357 6929388.8000014955, 563095.1000000357 6929350.900001495, 563120.0000000359 6929333.900001498, 563165.1000000357 6929370.000001498, 563303.2000000358 6929368.000001497, 563498.6000000356 6929346.000001497, 563541.6000000356 6929333.8000014955, 563504.4000000356 6929325.100001498, 563456.0000000356 6929306.400001498, 563240.2000000358 6929047.400001496, 563207.4000000358 6929003.0000014985, 563173.1500000359 6928895.7000015015, 563137.6000000358 6928775.2000015, 563121.8000000359 6928732.600001498, 563105.2000000358 6928720.3000015, 563103.1000000358 6928752.200001502, 563089.4000000359 6928805.100001496, 563074.2000000358 6928833.800001499, 563056.8000000359 6928849.0000014985, 563030.9000000359 6928867.900001499, 562609.0000000359 6929108.100001497, 562594.000000036 6929116.100001499, 562576.2200000358 6929122.880001498, 562527.0000000359 6929146.100001496, 562484.900000036 6929168.100001497, 562468.900000036 6929177.100001497, 562443.900000036 6929191.200001497, 562417.8000000359 6929206.800001497, 562339.1000000361 6929250.200001497, 562315.1000000361 6929276.000001497, 562219.0000000361 6929324.000001497, 562331.7000000359 6929285.900001496, 562412.9000000361 6929380.400001499, 562753.0000000359 6929697.000001494, 562785.9000000359 6929714.700001495, 562836.2000000358 6929747.700001495, 562839.0000000359 6929752.200001494, 562872.4400000358 6929719.860001494)));765400504;2659
Rouen_iris_number.20;MULTIPOLYGON (((560091.7700000368 6927825.710001506, 560104.7600000368 6927924.860001507, 560117.7500000368 6928024.010001504, 560130.7300000368 6928123.170001501, 560135.1000000368 6928156.500001503, 560036.6100000368 6928173.800001504, 559985.4000000367 6928182.800001504, 559930.5000000368 6928183.200001506, 559845.7800000368 6928130.070001504, 559761.0600000368 6928076.950001505, 559676.3400000368 6928023.8200015025, 559591.6100000369 6927970.700001504, 559518.100000037 6927924.600001505, 559421.670000037 6927898.120001505, 559373.900000037 6927885.000001506, 559274.1500000369 6927877.960001503, 559174.400000037 6927870.920001506, 559074.6400000372 6927863.880001507, 558974.890000037 6927856.840001507, 558972.900000037 6927856.700001506, 558875.5600000372 6927879.610001508, 558778.2200000372 6927902.5200015055, 558680.880000037 6927925.430001504, 558607.5000000373 6927942.700001507, 558532.8000000373 6927913.500001506, 558441.6200000372 6927872.430001504, 558370.5000000373 6927840.4000015035, 558311.2000000372 6927805.900001507, 558230.6600000373 6927746.630001506, 558150.1200000374 6927687.360001509, 558074.9000000373 6927632.000001505, 558008.3900000374 6927557.320001508, 557941.8900000375 6927482.6400015075, 557875.3800000374 6927407.960001508, 557808.8800000375 6927333.280001508, 557778.7000000374 6927299.40000151, 557724.3500000375 6927215.46000151, 557685.2000000374 6927155.00000151, 557666.0000000375 6927102.90000151, 557665.5000000376 6927074.700001511, 557598.2900000375 6927148.750001511, 557546.7000000374 6927205.600001508, 557478.6800000375 6927278.900001509, 557410.6600000376 6927352.210001511, 557342.6400000376 6927425.510001508, 557274.6200000376 6927498.810001509, 557267.3000000376 6927506.700001508, 557190.8200000376 6927571.130001508, 557139.7000000376 6927614.200001506, 557074.4000000376 6927658.400001507, 557078.4700000375 6927663.520001507, 557140.7000000374 6927741.800001507, 557174.8800000376 6927774.340001506, 557247.3000000375 6927843.300001505, 557273.2100000374 6927867.920001504, 557345.7000000374 6927936.800001506, 557413.8900000375 6927990.050001505, 557492.7000000374 6928051.600001506, 557519.2800000373 6928087.880001502, 557578.3900000375 6928168.540001504, 557637.4900000372 6928249.210001503, 557696.5900000373 6928329.870001503, 557755.7000000372 6928410.540001502, 557929.1000000372 6928292.800001504, 557937.0000000373 6928304.000001503, 558061.0000000373 6928373.940001504, 558410.9300000372 6928555.970001499, 558412.9300000372 6928556.970001503, 558610.900000037 6928634.000001503, 558858.920000037 6928721.0000014985, 559113.9400000367 6928803.0000015, 559310.9500000367 6928834.0000015, 559535.9600000367 6928830.0000014985, 559710.9700000368 6928814.0000014985, 560011.9900000368 6928765.000001502, 560137.9900000368 6928736.000001502, 560314.9900000367 6928670.0000015, 560336.9900000365 6928661.0000015, 560463.0000000366 6928608.000001502, 560584.0000000366 6928541.000001501, 560781.0000000366 6928431.000001503, 560780.0000000366 6928429.0000015, 560734.0000000366 6928335.5700015025, 560669.0000000366 6928220.100001503, 560634.5700000365 6928162.220001502, 560601.1000000365 6928106.600001504, 560558.5100000366 6928039.9000015035, 560469.0000000367 6927898.000001506, 560434.7000000367 6927834.500001504, 560410.1000000366 6927847.200001507, 560360.6000000366 6927847.1000015065, 560160.9000000368 6927821.000001506, 560090.3100000368 6927813.760001506, 560091.7700000368 6927825.710001506)));765401006;90
Rouen_iris_number.21;MULTIPOLYGON (((564778.6000000353 6930226.800001493, 564691.5000000352 6930204.400001491, 564388.3000000354 6930028.500001492, 564374.1000000354 6930034.100001492, 564332.1000000354 6930052.9000014905, 564060.5000000354 6930118.900001491, 564056.0000000354 6930120.300001491, 564083.9800000354 6930161.730001492, 564145.2600000354 6930240.750001494, 564206.5500000354 6930319.770001491, 564214.1000000354 6930329.500001491, 564273.4700000354 6930409.97000149, 564332.8500000354 6930490.430001491, 564392.2200000354 6930570.9000014905, 564451.6000000353 6930651.360001489, 564502.1000000351 6930719.800001488, 564510.4800000354 6930732.85000149, 564522.3000000353 6930733.300001489, 564536.7000000351 6930725.800001491, 564548.5000000353 6930713.80000149, 564742.3000000352 6930439.320001491, 564749.8300000351 6930421.4400014905, 564765.0000000353 6930361.900001491, 564774.1000000351 6930296.800001491, 564778.1000000351 6930232.700001492, 564778.5000000354 6930230.000001493, 564778.6000000353 6930226.800001493)));765400702;1980
Rouen_iris_number.22;MULTIPOLYGON (((560897.3000000364 6928523.7000015015, 560892.0000000366 6928515.500001499, 560888.1000000365 6928506.400001502, 560836.7000000365 6928403.500001502, 560781.0000000366 6928431.000001503, 560584.0000000366 6928541.000001501, 560463.0000000366 6928608.000001502, 560336.9900000365 6928661.0000015, 560314.9900000367 6928670.0000015, 560137.9900000368 6928736.000001502, 560011.9900000368 6928765.000001502, 559710.9700000368 6928814.0000014985, 559535.9600000367 6928830.0000014985, 559310.9500000367 6928834.0000015, 559113.9400000367 6928803.0000015, 558858.920000037 6928721.0000014985, 558610.900000037 6928634.000001503, 558412.9300000372 6928556.970001503, 558410.9300000372 6928555.970001499, 558061.0000000373 6928373.940001504, 557937.0000000373 6928304.000001503, 557929.1000000372 6928292.800001504, 557755.7000000372 6928410.540001502, 557814.8000000373 6928491.200001503, 557867.8700000372 6928568.430001501, 557924.5000000373 6928650.850001499, 557981.1300000373 6928733.2600015, 558037.7700000373 6928815.680001501, 558094.4000000373 6928898.1000015, 558130.9600000372 6928967.3200015025, 558177.6700000372 6929055.740001498, 558224.3800000371 6929144.1600015, 558271.090000037 6929232.580001499, 558317.8000000371 6929321.000001498, 558330.190000037 6929341.840001498, 558381.270000037 6929427.810001496, 558432.360000037 6929513.770001497, 558483.450000037 6929599.740001496, 558534.540000037 6929685.700001496, 558585.6200000369 6929771.670001493, 558636.7100000367 6929857.630001493, 558687.8000000368 6929943.600001495, 558692.0000000368 6930016.400001492, 558711.5000000369 6930005.500001494, 558715.3000000368 6930005.000001493, 558743.500000037 6929997.900001495, 558872.7800000368 6929962.660001493, 559055.4000000368 6929886.900001494, 559439.4400000367 6929564.440001498, 559582.2000000365 6929504.1000014935, 559706.7200000366 6929421.150001496, 559780.1000000366 6929362.200001499, 559800.0000000368 6929348.800001497, 559834.7500000367 6929322.310001497, 560041.4600000365 6929161.640001495, 560073.6000000366 6929136.5000015, 560099.1400000366 6929116.810001497, 560446.8500000365 6928852.730001501, 560594.1000000365 6928738.0000014985, 560684.0500000365 6928669.0400014995, 560713.3800000366 6928647.720001501, 560800.2300000365 6928587.890001502, 560888.9000000366 6928528.800001502, 560897.3000000364 6928523.7000015015)));765400401;233
Rouen_iris_number.23;MULTIPOLYGON (((562329.3000000364 6927902.000001504, 562276.0000000362 6927926.300001506, 562244.3000000363 6927941.600001503, 562221.1000000361 6927956.300001503, 562193.9000000362 6927969.000001503, 562228.9400000361 6927989.000001505, 562320.450000036 6928078.200001502, 562361.3000000361 6928259.900001502, 562405.1000000361 6928362.000001502, 562464.7000000359 6928356.1000015, 562486.6000000361 6928347.700001502, 562512.3000000361 6928334.800001502, 562554.1000000361 6928313.300001502, 562634.6000000361 6928275.300001502, 562820.0000000361 6928186.100001503, 562860.000000036 6928166.100001503, 562906.0000000359 6928144.100001503, 562964.0000000359 6928118.100001503, 562909.0000000359 6928078.000001502, 562863.630000036 6928012.380001502, 562814.600000036 6927957.200001503, 562656.4000000361 6927879.000001505, 562495.8000000361 6927824.600001506, 562384.1000000361 6927877.700001504, 562329.3000000364 6927902.000001504)));765400202;3107
Rouen_iris_number.24;MULTIPOLYGON (((565318.800000035 6930245.200001491, 565288.2000000351 6930178.600001491, 565303.8000000352 6930079.820001494, 565319.4000000352 6929981.050001492, 565321.4000000352 6929968.400001494, 565325.7000000351 6929935.600001492, 565320.9000000352 6929935.100001494, 565266.4000000352 6929933.700001493, 565167.9000000352 6929931.600001493, 565101.0500000353 6929927.400001495, 565045.5000000352 6929912.700001494, 565039.0000000352 6929885.600001493, 565037.2000000351 6929732.6000014935, 565059.0000000353 6929691.600001494, 565041.0000000353 6929672.100001493, 565028.0000000352 6929657.900001495, 564990.8000000352 6929607.200001494, 564974.4000000353 6929583.600001495, 564971.7000000353 6929556.100001496, 564891.0000000354 6929555.900001494, 564780.0000000354 6929555.900001495, 564751.7000000353 6929556.600001495, 564761.3200000353 6929642.4700014945, 564770.0800000352 6929729.270001493, 564784.9000000353 6929904.000001494, 564790.1000000353 6929976.000001492, 564781.4800000353 6930167.520001492, 564778.6000000353 6930226.800001493, 564778.5000000354 6930230.000001493, 564778.1000000351 6930232.700001492, 564822.3000000353 6930240.000001493, 565021.3100000352 6930311.530001492, 565244.2000000349 6930346.100001489, 565251.2200000351 6930337.360001491, 565318.800000035 6930245.200001491)));765400802;2683
Rouen_iris_number.25;MULTIPOLYGON (((561641.6000000362 6929183.200001498, 561633.5300000361 6929206.900001498, 561353.9000000362 6929570.200001496, 561333.7000000362 6929635.300001495, 561327.0000000363 6929664.100001496, 561326.2000000363 6929667.700001497, 561343.5500000364 6929722.770001494, 561441.4000000361 6929743.400001496, 561451.0500000361 6929754.990001493, 561515.070000036 6929831.820001497, 561579.0800000362 6929908.640001494, 561643.090000036 6929985.470001492, 561707.1000000361 6930062.300001493, 561711.200000036 6930075.200001494, 561741.5000000361 6930170.500001493, 561771.8000000361 6930265.800001493, 561851.800000036 6930270.100001492, 561863.630000036 6930257.47000149, 561932.000000036 6930184.500001493, 561983.520000036 6930111.690001493, 562041.2800000359 6930030.060001492, 562099.0400000361 6929948.4300014945, 562156.8000000359 6929866.800001494, 562151.8000000359 6929816.400001492, 562144.900000036 6929820.400001495, 562119.1000000361 6929832.300001495, 562098.900000036 6929841.600001493, 562063.9000000361 6929856.500001496, 562040.8000000359 6929856.800001493, 562024.5000000361 6929839.600001494, 562033.400000036 6929804.200001495, 562089.970000036 6929606.020001495, 562159.1000000361 6929364.000001496, 562168.5000000361 6929334.800001496, 562136.9000000361 6929322.300001498, 561753.8000000364 6929211.600001497, 561732.8000000364 6929210.100001499, 561675.0000000361 6929191.100001496, 561641.6000000362 6929183.200001498)));765400502;3842
