id;the_geom;CODE_IRIS;POP
Rouen_iris_number.26;MULTIPOLYGON (((562057.700000036 6928660.300001499, 562045.0000000362 6928662.200001501, 562027.6000000362 6928667.400001502, 561927.8000000363 6928701.000001499, 561846.4000000362 6928729.0000014985, 561863.4000000361 6928763.8000015, 561897.1000000361 6928832.9000015, 561665.8000000363 6928906.800001498, 561611.9000000362 6928923.200001501, 561648.9000000362 6929015.000001499, 561684.700000036 6929102.800001497, 561717.9000000362 6929176.400001501, 561732.8000000364 6929210.100001499, 561753.8000000364 6929211.600001497, 562136.9000000361 6929322.300001498, 562168.5000000361 6929334.800001496, 562219.0000000361 6929324.000001497, 562315.1000000361 6929276.000001497, 562339.1000000361 6929250.200001497, 562303.5000000361 6929216.900001498, 562258.400000036 6929181.600001497, 562186.400000036 6929050.2500014985, 562084.1000000361 6928853.8000015, 562074.5000000361 6928828.300001498, 562060.1000000361 6928783.7000015, 562049.7000000363 6928737.900001502, 562045.4000000361 6928702.500001499, 562062.8000000361 6928672.5000015, 562057.700000036 6928660.300001499)));765400106;3855
Rouen_iris_number.27;MULTIPOLYGON (((563671.2000000356 6929093.300001497, 563606.9000000356 6929160.500001498, 563603.1000000357 6929217.300001499, 563593.6000000357 6929255.000001496, 563559.7000000356 6929312.500001497, 563541.6000000356 6929333.8000014955, 563498.6000000356 6929346.000001497, 563303.2000000358 6929368.000001497, 563165.1000000357 6929370.000001498, 563120.0000000359 6929333.900001498, 563095.1000000357 6929350.900001495, 563133.1000000357 6929388.8000014955, 563168.5000000359 6929419.800001497, 563268.7900000359 6929507.620001497, 563282.2000000357 6929515.7600014955, 563368.0000000356 6929567.130001495, 563453.8000000357 6929618.490001497, 563539.6000000356 6929669.850001495, 563625.4000000356 6929721.220001494, 563711.2000000356 6929772.580001495, 563739.8000000357 6929789.700001495, 563818.8200000355 6929850.990001492, 563830.3000000357 6929859.900001495, 563897.6700000355 6929933.800001494, 563961.4000000355 6930003.700001492, 564022.6900000353 6930082.720001491, 564083.9800000354 6930161.730001492, 564056.0000000354 6930120.300001491, 564060.5000000354 6930118.900001491, 564332.1000000354 6930052.9000014905, 564374.1000000354 6930034.100001492, 564369.1000000354 6930013.300001492, 564326.5000000354 6929796.500001493, 564237.0000000354 6929666.920001495, 564086.7600000354 6929529.280001496, 563928.2000000356 6929230.300001497, 563698.0000000357 6929084.300001497, 563671.2000000356 6929093.300001497)));765400701;1810
Rouen_iris_number.28;MULTIPOLYGON (((560091.7700000368 6927825.710001506, 560090.3100000368 6927813.760001506, 560160.9000000368 6927821.000001506, 560360.6000000366 6927847.1000015065, 560410.1000000366 6927847.200001507, 560434.7000000367 6927834.500001504, 560449.3000000368 6927822.400001507, 560526.4000000367 6927757.000001506, 560550.0000000368 6927736.900001505, 560564.3000000366 6927720.700001506, 560575.8000000366 6927704.600001506, 560584.3000000366 6927688.900001505, 560593.5000000367 6927662.800001505, 560603.0000000368 6927630.500001507, 560606.3000000367 6927617.900001505, 560616.3000000368 6927574.100001507, 560616.6000000368 6927513.400001507, 560615.8000000368 6927464.600001508, 560613.7000000367 6927414.700001507, 560621.4000000368 6927395.300001507, 560627.3000000366 6927384.1000015065, 560620.1000000365 6927371.100001507, 560618.1400000367 6927346.060001508, 560615.4000000368 6927311.200001509, 560611.2500000367 6927299.550001508, 560605.5000000368 6927285.100001507, 560553.4600000367 6927169.070001509, 560496.7600000368 6927045.12000151, 560465.8000000368 6926985.000001511, 560425.3000000368 6926953.400001511, 560361.3000000368 6926922.700001512, 560329.5000000368 6926904.10000151, 560326.3000000368 6926912.400001512, 560258.9000000369 6926936.500001511, 560202.8000000368 6926958.800001509, 560137.6000000369 6926985.100001508, 560004.6000000369 6927040.200001511, 559951.8000000368 6927158.300001509, 559948.4000000369 6927157.400001509, 559944.0400000369 6927195.450001509, 559978.3900000369 6927289.37000151, 559990.8000000368 6927323.300001508, 560014.7500000368 6927420.390001508, 560038.6900000367 6927517.480001507, 560062.6400000368 6927614.570001506, 560065.8000000368 6927627.400001505, 560078.7900000368 6927726.550001504, 560091.7700000368 6927825.710001506)));765401005;3383
Rouen_iris_number.29;MULTIPOLYGON (((562057.700000036 6928660.300001499, 562062.8000000361 6928672.5000015, 562045.4000000361 6928702.500001499, 562049.7000000363 6928737.900001502, 562060.1000000361 6928783.7000015, 562074.5000000361 6928828.300001498, 562084.1000000361 6928853.8000015, 562186.400000036 6929050.2500014985, 562258.400000036 6929181.600001497, 562303.5000000361 6929216.900001498, 562339.1000000361 6929250.200001497, 562417.8000000359 6929206.800001497, 562443.900000036 6929191.200001497, 562468.900000036 6929177.100001497, 562484.900000036 6929168.100001497, 562527.0000000359 6929146.100001496, 562576.2200000358 6929122.880001498, 562594.000000036 6929116.100001499, 562590.050000036 6929079.050001499, 562589.0700000359 6929050.030001499, 562594.0500000359 6928964.450001498, 562596.2300000358 6928891.060001498, 562594.710000036 6928871.390001499, 562578.100000036 6928802.300001498, 562577.100000036 6928799.400001501, 562555.4000000361 6928761.100001502, 562531.8000000361 6928740.800001499, 562376.200000036 6928612.600001502, 562350.4000000361 6928605.8000015, 562319.3000000361 6928601.8000015, 562297.4000000361 6928598.600001501, 562281.4000000361 6928594.900001502, 562266.4000000361 6928593.000001501, 562225.5000000361 6928588.300001501, 562193.8000000361 6928592.400001501, 562169.700000036 6928597.400001499, 562129.5000000361 6928611.300001501, 562118.2000000362 6928615.600001501, 562096.0000000361 6928633.700001501, 562084.200000036 6928639.8500015, 562057.700000036 6928660.300001499)));765400204;2834
Rouen_iris_number.30;MULTIPOLYGON (((561806.7000000363 6927170.500001509, 561823.9000000365 6927176.400001508, 561844.7000000363 6927179.400001511, 561873.3000000364 6927181.500001508, 561973.4000000363 6927188.700001509, 562009.7000000363 6927161.200001508, 562062.9000000363 6927079.20000151, 562102.6000000363 6926952.000001509, 562103.1000000363 6926796.200001511, 562101.4200000364 6926728.080001511, 562146.2900000364 6926729.500001511, 562046.3400000364 6926726.120001513, 561946.4000000363 6926722.74000151, 561846.4600000364 6926719.350001513, 561746.5100000366 6926715.970001512, 561646.5700000364 6926712.590001511, 561590.6000000365 6926710.700001511, 561504.3500000365 6926660.10000151, 561418.1000000365 6926609.490001512, 561331.8500000365 6926558.890001509, 561271.3000000367 6926729.0000015125, 561270.1000000365 6926732.100001509, 561230.8000000366 6926825.700001511, 561218.5000000367 6926848.200001512, 561239.2000000365 6926860.200001511, 561772.4000000365 6927152.800001509, 561785.6000000364 6927161.80000151, 561806.7000000363 6927170.500001509)));765401001;3374
Rouen_iris_number.31;MULTIPOLYGON (((560691.6200000363 6929712.310001494, 560784.8000000364 6929676.000001496, 560802.9400000363 6929669.950001496, 560897.8000000364 6929638.300001494, 560992.8000000364 6929648.8000014955, 561021.0000000363 6929637.100001494, 561020.2000000363 6929619.900001496, 561019.8000000364 6929606.900001497, 561017.6000000363 6929444.600001496, 561042.9000000363 6929343.900001497, 561079.2300000363 6929257.350001498, 561140.1500000363 6929146.400001497, 561169.7000000363 6929101.900001498, 561196.3000000364 6929057.500001499, 561179.7000000363 6929028.400001497, 561161.0000000363 6928981.0000015, 561132.3000000364 6928998.1000015, 561044.2000000363 6929056.000001499, 560713.3000000365 6929274.200001498, 560628.4000000365 6929414.700001498, 560573.0000000363 6929460.000001497, 560538.0000000364 6929487.000001497, 560566.7000000363 6929541.000001495, 560580.8000000364 6929561.400001495, 560683.4000000365 6929698.900001496, 560691.4500000364 6929712.270001495, 560691.6200000363 6929712.310001494)));765400405;3296
Rouen_iris_number.32;MULTIPOLYGON (((561196.3000000364 6929057.500001499, 561169.7000000363 6929101.900001498, 561140.1500000363 6929146.400001497, 561079.2300000363 6929257.350001498, 561042.9000000363 6929343.900001497, 561017.6000000363 6929444.600001496, 561019.8000000364 6929606.900001497, 561020.2000000363 6929619.900001496, 561021.0000000363 6929637.100001494, 560992.8000000364 6929648.8000014955, 561050.0100000363 6929660.860001493, 561147.8600000363 6929681.500001496, 561245.7000000363 6929702.130001496, 561343.5500000364 6929722.770001494, 561326.2000000363 6929667.700001497, 561327.0000000363 6929664.100001496, 561333.7000000362 6929635.300001495, 561353.9000000362 6929570.200001496, 561633.5300000361 6929206.900001498, 561641.6000000362 6929183.200001498, 561595.8000000364 6929171.100001497, 561522.9700000363 6929150.090001498, 561452.6900000363 6929128.640001498, 561322.2100000363 6929089.950001499, 561221.2600000363 6929063.560001498, 561196.3000000364 6929057.500001499)));765400501;3171
Rouen_iris_number.33;MULTIPOLYGON (((561611.9000000362 6928923.200001501, 561665.8000000363 6928906.800001498, 561897.1000000361 6928832.9000015, 561863.4000000361 6928763.8000015, 561846.4000000362 6928729.0000014985, 561835.7000000362 6928706.900001503, 561723.0000000363 6928476.5000015, 561703.7000000363 6928437.900001503, 561675.7000000363 6928405.100001503, 561479.1000000363 6928497.400001503, 561441.9000000363 6928514.900001501, 561410.3000000364 6928530.600001501, 561332.5700000363 6928640.020001499, 561270.4000000363 6928765.0000014985, 561272.1000000363 6928775.300001499, 561289.3000000364 6928769.5000015, 561470.3000000364 6928747.900001501, 561582.8000000364 6928856.5000015, 561606.0000000363 6928913.2000015, 561611.9000000362 6928923.200001501)));765400102;2716
Rouen_iris_number.34;MULTIPOLYGON (((562872.4400000358 6929719.860001494, 562839.0000000359 6929752.200001494, 562836.2000000358 6929747.700001495, 562785.9000000359 6929714.700001495, 562753.0000000359 6929697.000001494, 562412.9000000361 6929380.400001499, 562331.7000000359 6929285.900001496, 562219.0000000361 6929324.000001497, 562168.5000000361 6929334.800001496, 562159.1000000361 6929364.000001496, 562089.970000036 6929606.020001495, 562033.400000036 6929804.200001495, 562024.5000000361 6929839.600001494, 562040.8000000359 6929856.800001493, 562063.9000000361 6929856.500001496, 562098.900000036 6929841.600001493, 562119.1000000361 6929832.300001495, 562144.900000036 6929820.400001495, 562151.8000000359 6929816.400001492, 562156.8000000359 6929866.800001494, 562212.1600000359 6929883.510001493, 562307.900000036 6929912.410001491, 562403.6300000359 6929941.310001494, 562499.3700000359 6929970.200001494, 562595.1000000358 6929999.100001494, 562610.2000000358 6930004.000001494, 562661.3000000359 6930018.500001491, 562758.7900000359 6929996.220001494, 562856.2700000359 6929973.940001495, 562910.7000000358 6929961.500001495, 562855.1000000357 6929892.000001494, 562811.5200000358 6929801.990001494, 562809.3000000359 6929797.400001496, 562872.4400000358 6929719.860001494)));765400503;2307
Rouen_iris_number.35;MULTIPOLYGON (((561116.7000000363 6928879.400001501, 561086.8000000364 6928808.800001499, 561047.9000000365 6928722.5000015, 560968.2900000364 6928616.200001501, 560901.3000000366 6928531.400001502, 560897.3000000364 6928523.7000015015, 560888.9000000366 6928528.800001502, 560800.2300000365 6928587.890001502, 560713.3800000366 6928647.720001501, 560684.0500000365 6928669.0400014995, 560594.1000000365 6928738.0000014985, 560446.8500000365 6928852.730001501, 560099.1400000366 6929116.810001497, 560073.6000000366 6929136.5000015, 560100.9000000366 6929188.600001498, 560201.9000000367 6929380.600001498, 560290.9000000365 6929548.3000014955, 560456.4000000366 6929525.660001496, 560495.1100000365 6929505.180001499, 560505.0600000366 6929500.100001498, 560538.0000000364 6929487.000001497, 560573.0000000363 6929460.000001497, 560628.4000000365 6929414.700001498, 560713.3000000365 6929274.200001498, 561044.2000000363 6929056.000001499, 561132.3000000364 6928998.1000015, 561161.0000000363 6928981.0000015, 561152.6000000363 6928959.800001499, 561144.4000000363 6928944.000001498, 561134.0000000363 6928922.800001498, 561116.7000000363 6928879.400001501)));765400404;5623
Rouen_iris_number.36;MULTIPOLYGON (((562329.3000000364 6927902.000001504, 562250.0000000363 6927847.000001505, 562216.0500000364 6927868.980001505, 562095.9600000363 6927929.640001505, 561993.5700000363 6927970.040001506, 561854.9000000363 6928012.800001505, 561849.0000000363 6927998.900001505, 561841.3500000363 6927975.950001504, 561831.8000000364 6927941.200001505, 561823.7000000363 6927930.600001504, 561800.6000000363 6927910.400001506, 561790.6000000363 6927921.4000015035, 561713.4700000363 6927969.560001505, 561658.2700000363 6928003.820001504, 561591.9200000364 6928040.270001504, 561511.3500000363 6928073.990001502, 561299.0000000363 6928174.000001503, 561322.0000000363 6928230.9000015035, 561388.0500000364 6928385.400001502, 561432.4000000363 6928489.600001501, 561441.9000000363 6928514.900001501, 561479.1000000363 6928497.400001503, 561675.7000000363 6928405.100001503, 561703.7000000363 6928437.900001503, 561721.8000000364 6928428.800001503, 561825.7500000362 6928374.2000015015, 561970.4000000362 6928295.200001503, 562027.4000000362 6928277.800001502, 562020.6500000362 6928238.870001503, 562058.2000000363 6928162.900001505, 562157.200000036 6927981.400001504, 562177.6600000362 6927973.300001503, 562193.9000000362 6927969.000001503, 562221.1000000361 6927956.300001503, 562244.3000000363 6927941.600001503, 562276.0000000362 6927926.300001506, 562329.3000000364 6927902.000001504)));765400105;2320
Rouen_iris_number.37;MULTIPOLYGON (((559933.600000037 6926660.600001511, 559942.400000037 6926650.10000151, 559947.6300000369 6926646.940001514, 560100.900000037 6926555.800001514, 560175.6000000369 6926517.800001512, 560493.8500000368 6926580.900001513, 560648.1300000368 6926626.360001513, 560818.5000000368 6926747.10000151, 561021.1100000367 6926744.030001513, 561127.0000000366 6926681.3000015095, 561158.0000000367 6926663.0000015125, 561164.1000000366 6926660.5000015125, 561245.5900000365 6926508.290001512, 561159.3400000366 6926457.680001514, 561073.0900000366 6926407.080001512, 560986.8400000366 6926356.480001514, 560966.6000000366 6926344.600001514, 560885.6600000368 6926285.880001514, 560804.7200000368 6926227.150001513, 560723.7700000368 6926168.430001515, 560642.8300000369 6926109.710001515, 560561.8900000368 6926050.980001514, 560480.9500000367 6925992.260001514, 560413.600000037 6925943.4000015175, 560403.400000037 6925926.000001517, 560312.630000037 6925967.950001516, 560221.850000037 6926009.900001514, 560131.080000037 6926051.860001515, 560040.3000000372 6926093.810001515, 559979.3000000371 6926122.000001515, 559935.720000037 6926212.000001514, 559892.140000037 6926302.010001514, 559848.5600000371 6926392.010001511, 559804.980000037 6926482.020001514, 559763.100000037 6926568.500001512, 559768.910000037 6926556.730001514, 559789.730000037 6926575.080001515, 559902.5000000369 6926641.200001512, 559933.600000037 6926660.600001511)));765401002;3559
Rouen_iris_number.38;MULTIPOLYGON (((564524.2400000355 6928554.560001501, 564494.1000000355 6928593.400001502, 564490.2000000353 6928593.9000015, 564461.6000000355 6928716.300001501, 564456.6000000355 6928749.7000015, 564459.3000000357 6928776.400001499, 564469.3000000354 6928806.400001498, 564484.6000000354 6928843.400001498, 564489.2000000353 6928883.800001499, 564478.6000000355 6928919.800001499, 564435.0000000355 6929000.100001498, 564621.7000000353 6928951.1000015, 564939.3100000354 6928977.940001498, 565047.6000000353 6929016.700001499, 565153.0000000353 6929260.900001497, 565152.4000000353 6929531.300001495, 565150.3000000352 6929559.600001492, 565136.6400000352 6929601.860001497, 565103.4000000352 6929644.100001491, 565070.1000000353 6929680.300001496, 565059.0000000353 6929691.600001494, 565037.2000000351 6929732.6000014935, 565039.0000000352 6929885.600001493, 565045.5000000352 6929912.700001494, 565101.0500000353 6929927.400001495, 565167.9000000352 6929931.600001493, 565266.4000000352 6929933.700001493, 565320.9000000352 6929935.100001494, 565325.7000000351 6929935.600001492, 565321.4000000352 6929968.400001494, 565345.0300000352 6929871.230001492, 565368.6500000352 6929774.060001494, 565392.2800000352 6929676.8900014935, 565409.3000000352 6929606.900001495, 565438.8600000351 6929511.370001496, 565443.4000000352 6929496.700001497, 565447.7000000351 6929396.790001498, 565452.0100000352 6929296.890001496, 565456.3100000352 6929196.980001499, 565457.3000000352 6929174.100001496, 565402.6200000353 6929090.370001499, 565347.9500000352 6929006.640001499, 565293.2700000353 6928922.9100015, 565238.6000000353 6928839.180001498, 565227.9000000353 6928822.800001499, 565170.7100000354 6928740.770001501, 565113.5200000354 6928658.730001501, 565111.2000000353 6928655.400001501, 565049.2000000353 6928599.2000015015, 564949.7500000354 6928609.680001498, 564885.1000000354 6928616.5000015, 564787.7000000353 6928639.170001498, 564693.5000000354 6928661.1000015, 564608.8700000355 6928607.8300015, 564524.2400000355 6928554.560001501)));765400902;1926
Rouen_iris_number.39;MULTIPOLYGON (((560691.6200000363 6929712.310001494, 560691.4500000364 6929712.270001495, 560683.4000000365 6929698.900001496, 560580.8000000364 6929561.400001495, 560566.7000000363 6929541.000001495, 560538.0000000364 6929487.000001497, 560505.0600000366 6929500.100001498, 560495.1100000365 6929505.180001499, 560456.4000000366 6929525.660001496, 560290.9000000365 6929548.3000014955, 560201.9000000367 6929380.600001498, 560100.9000000366 6929188.600001498, 560073.6000000366 6929136.5000015, 560041.4600000365 6929161.640001495, 559834.7500000367 6929322.310001497, 559800.0000000368 6929348.800001497, 559780.1000000366 6929362.200001499, 559782.7000000367 6929401.3000015, 559751.1500000366 6929658.000001495, 559786.3700000365 6929736.040001494, 559864.2000000365 6929799.3000014955, 559900.9000000366 6929806.400001496, 560019.7000000365 6929833.200001495, 560025.9000000366 6929836.8000014955, 560177.9200000366 6929976.5500014955, 560231.0000000364 6929891.800001494, 560318.9200000365 6929857.540001493, 560412.1000000364 6929821.230001493, 560505.2700000366 6929784.920001497, 560598.4500000363 6929748.620001494, 560691.6200000363 6929712.310001494)));765400403;2038
Rouen_iris_number.40;MULTIPOLYGON (((562594.000000036 6929116.100001499, 562609.0000000359 6929108.100001497, 563030.9000000359 6928867.900001499, 563056.8000000359 6928849.0000014985, 563074.2000000358 6928833.800001499, 563089.4000000359 6928805.100001496, 563103.1000000358 6928752.200001502, 563105.2000000358 6928720.3000015, 563099.5000000359 6928673.7000015, 563086.900000036 6928583.500001502, 563086.3000000359 6928525.4000015, 563067.7000000358 6928528.900001504, 562944.4000000359 6928545.550001499, 562815.100000036 6928560.800001501, 562761.1000000358 6928564.700001499, 562697.6000000361 6928564.2000015015, 562698.100000036 6928495.100001501, 562657.900000036 6928490.400001501, 562593.000000036 6928492.200001499, 562519.400000036 6928509.500001499, 562372.0000000361 6928534.800001501, 562348.9000000361 6928540.500001502, 562350.4000000361 6928605.8000015, 562376.200000036 6928612.600001502, 562531.8000000361 6928740.800001499, 562555.4000000361 6928761.100001502, 562577.100000036 6928799.400001501, 562578.100000036 6928802.300001498, 562594.710000036 6928871.390001499, 562596.2300000358 6928891.060001498, 562594.0500000359 6928964.450001498, 562589.0700000359 6929050.030001499, 562590.050000036 6929079.050001499, 562594.000000036 6929116.100001499)));765400203;3889
Rouen_iris_number.41;MULTIPOLYGON (((562057.700000036 6928660.300001499, 562084.200000036 6928639.8500015, 562096.0000000361 6928633.700001501, 562118.2000000362 6928615.600001501, 562110.4000000361 6928592.900001502, 562226.200000036 6928417.000001501, 562194.5000000361 6928330.500001501, 562083.5000000362 6928256.700001502, 562027.4000000362 6928277.800001502, 561970.4000000362 6928295.200001503, 561825.7500000362 6928374.2000015015, 561721.8000000364 6928428.800001503, 561703.7000000363 6928437.900001503, 561723.0000000363 6928476.5000015, 561835.7000000362 6928706.900001503, 561846.4000000362 6928729.0000014985, 561927.8000000363 6928701.000001499, 562027.6000000362 6928667.400001502, 562045.0000000362 6928662.200001501, 562057.700000036 6928660.300001499)));765400101;2235
Rouen_iris_number.42;MULTIPOLYGON (((563086.3000000359 6928525.4000015, 563086.2000000358 6928497.000001502, 563036.720000036 6928194.420001504, 563012.7100000359 6928170.110001505, 562964.0000000359 6928118.100001503, 562906.0000000359 6928144.100001503, 562860.000000036 6928166.100001503, 562820.0000000361 6928186.100001503, 562634.6000000361 6928275.300001502, 562554.1000000361 6928313.300001502, 562567.1000000361 6928358.7000015015, 562574.9000000361 6928409.000001503, 562593.000000036 6928492.200001499, 562657.900000036 6928490.400001501, 562698.100000036 6928495.100001501, 562697.6000000361 6928564.2000015015, 562761.1000000358 6928564.700001499, 562815.100000036 6928560.800001501, 562944.4000000359 6928545.550001499, 563067.7000000358 6928528.900001504, 563086.3000000359 6928525.4000015)));765400205;0
